																																							
	Species	Common Name(s)	Superior	Michigan	Huron	Erie	Ontario	St. Marys River	Huron Erie Corridor	Niagara River	Aerial/Terrestrial	Benthic	Limnetic	Littoral	Tributaries/Wetlands	BOLD Entry	Other Genetic Info	COL Accepted Name	Catalogue of Life Link	Class	Family	Coarse Grouping	Fine Grouping	ID Level	ITIS Accepted Name	ITIS URL	Introduction Source	Natural History Link	Notes	Order	Origin	Phylum	Reference (for Laurentian Great Lakes Occurrence)	Reference (for locations discovered)					
	Oncorhynchus kisutch	coho salmon/ blueback/ coho(e)/ grilse/ hooknose/ hoopid salmon/ sea trout/ silver salmon/ slivers/ white salmon	X	X	X	X	X		X				X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Oncorhynchus+kisutch&searchTax=Search+Taxonomy		Oncorhynchus kisutch: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/db0d74f7bcf25d3e5ca33e0be9d47abd	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Oncorhynchus kisutch: (Walbaum	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161977#null	N.A. Pacific coast	http://www.ontariofishes.ca/fish_detail.php?FID=95		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Oncorhynchus mykiss	rainbow trout/ baiser/ Baja California rainbow trout/ bow/ brown trout/ coast angel trout/ coast rainbow trout/ coast range trout/ hardhead/ Kamchatka salmon or trout/ kamloops trout/ lord-fish/ rainbow/ redband/ salmon trout/ silver trout/ steelhead/ summer salmon/ redband trout	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Oncorhynchus+mykiss&searchTax=Search+Taxonomy		Oncorhynchus mykiss: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/d11b35db644cc45d76ccd8ad31452045	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Oncorhynchus mykiss: (Walbaum	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161989#null	N.A. Pacific coast	http://www.ontariofishes.ca/fish_detail.php?FID=96		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Oncorhynchus nerka	sock-eye salmon/ blue(-)back salmon/ Fraser River salmon/ kennerly's salmon/ kickininee/ kokanee/ land-locked sockeye/ little redfish/ pygmy salmon/ pygmy sockeye salmon/ quinalt/ red caviar/ red salmon/ redfish/ silver trout/ yank	X	X	X		X						X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Oncorhynchus+nerka&searchTax=Search+Taxonomy		Oncorhynchus nerka: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/73f7dbee6cae273abbe8060e634d0e26	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Oncorhynchus nerka: (Walbaum in Artedi	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161979#null	N.A. Pacific coast	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=915		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Oncorhynchus tshawytscha	chinook salmon/ blackmouth/ chinook/ king salmon/ kippered salmon/ locks/ lox/ pacific salmon/ pickled salmon/ quinnat salmon/ smilie/ spring salmon/ tyee	X	X	X	X	X		X				X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Oncorhynchus+tshawytscha&searchTax=Search+Taxonomy		Oncorhynchus tshawytscha: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/566c1a149d7757a7b5ba252a5186fbbf	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Oncorhynchus tshawytscha: (Walbaum in Artedi	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161980#null	N.A. Pacific coast	http://www.ontariofishes.ca/fish_detail.php?FID=97		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Prosopium coulterii	pygmy whitefish/ brownback whitefish	X									X	X			http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Prosopium+coulterii&searchTax=Search+Taxonomy		Prosopium coulterii: (Eigenmann & Eigenmann	1892)	www.catalogueoflife.org/col/details/species/id/1445b90c3d0c192140af436e46654dba	Actinopterygii	Salmonidae	not fished	trout/salmon/whitefish	Species	Prosopium coulterii: (Eigenmann and Eigenmann	1892)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=553389#null		http://www.ontariofishes.ca/fish_detail.php?FID=98		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Prosopium cylindraceum	round whitefish/ frost fish/ menominee whitefish/ pilot fish/ round fish	X	X	X		X					X		X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Prosopium+cylindraceum&searchTax=Search+Taxonomy		Prosopium cylindraceum: (Pennant	1784)	www.catalogueoflife.org/col/details/species/id/349508979aea0a32463749629ab90387	Actinopterygii	Salmonidae	panfish	trout/salmon/whitefish	Species	Prosopium cylindraceum: (Pennant	1784)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162008#null		http://www.ontariofishes.ca/fish_detail.php?FID=99		Salmoniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Salmo salar	Atlantic salmon/ bay salmon/ black salmon/ breeder/ caplin-scull salmon/ common Atlantic salmon/ fiddler/ grayling/ grilse/ grilt/ kelt/ kippered salmon/ landlocked salmon/ N. Atlantic salmon/ ouananiche/ ouinanish/ outside salmon/ salmon peel/ sea salmon/ sebago salmon/ silver salmon/ slink/ spring fish/ spring salmon/ winnish	X	X	X	X	X		X				X	X		http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Salmo+salar&searchTax=Search+Taxonomy		Salmo salar: Linnaeus	1758	www.catalogueoflife.org/col/details/species/id/3266ba091601ba86cd408decf2706b85	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Salmo salar: Linnaeus	1758	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161996#null	Native to L. Ontario	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=926&Potential=N&Type=0&HUCNumber=DGreatLakes		Salmoniformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Salmo trutta	brown trout/ amu-darya trout/ aral salmon or seatrout or trout/ blacktail/ brook trout/ brownie/ finnock/ galway sea trout/ gillaroo/ herling/ hirling/ lake trout/ loch leven trout/ orange fin/ orkney sea trout/ peal/ river trout/ salmon trout/ sea(-) trout/ sewin/ whit(l)ing	X	X	X	X	X		X				X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Salmo+trutta&searchTax=Search+Taxonomy		Salmo trutta: Linnaeus	1758	www.catalogueoflife.org/col/details/species/id/987db2e9be228e2e5283ea467954a183	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Salmo trutta: Linnaeus	1758	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161997#null	Eurasia	http://www.ontariofishes.ca/fish_detail.php?FID=101		Salmoniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Salvelinus fontinalis	brook trout or char(r)/ American brook charr or trout/ aurora trout/ baiser/ breeder/ brookie/ coaster brook trout/ common brook trout/ eastern brook trout/ eastern speckled trout/ humpbacked trout/ lord-fish/ mountain trout/ mud trout/ native trout/ salter/ sea trout/ slob/ speckled char or trout/ specks/ square(-)tail/ whitefin	X	X	X	X	X						X		X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Salvelinus+fontinalis&searchTax=Search+Taxonomy		Salvelinus fontinalis: (Mitchill	1814)	www.catalogueoflife.org/col/details/species/id/aaefd86c631f97b44e33ecfe1d842064	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Salvelinus fontinalis: (Mitchill	1814)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162003#null	?	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=939&Potential=N&Type=0&HUCNumber=DGreatLakes		Salmoniformes	RangeExp	Chordata	Crawford 2001	Ontario/Michigan/Superior: Jude & Pappas 1992; Erie/Huron: Roth et al. 2012			
	Salvelinus namaycush	lake trout or char/ Great Lakes char or trout/ grey trout/ laker/ landlocked salmon/ mackinaw trout/ masamacush/ mountain trout/ namaycush/ salmon trout/ siscowet/ taque/ togue/ touladi	X	X	X	X	X					X	X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Salvelinus+namaycush&searchTax=Search+Taxonomy		Salvelinus namaycush: (Walbaum	1792)	www.catalogueoflife.org/col/details/species/id/670d4affc27383225df22b517c1eb654	Actinopterygii	Salmonidae	gamefish	trout/salmon/whitefish	Species	Salvelinus namaycush: (Walbaum in Artedi	1792)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162002#null		http://www.ontariofishes.ca/fish_detail.php?FID=106		Salmoniformes	Native	Chordata	Crawford 2001	Jude & Pappas 1992			
	Cottus bairdii	mottled sculpin/ blob/ bullhead/ cabezon/ columbia sculpin/ freshwater sculpin/ gudgeon/ muddler/ sea raven/ speckled sculpin	X	X	X	X	X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Cottus+bairdii&searchTax=Search+Taxonomy		Cottus bairdii: Girard	1850	www.catalogueoflife.org/col/details/species/id/8bf3cdd3e8df66264b156174f18dee73	Actinopterygii	Cottidae�	not fished	sculpin	Species	Cottus bairdii: Girard	1850	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167237#null		http://www.ontariofishes.ca/fish_detail.php?FID=122		Scorpaeniformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Cottus cognatus	slimy sculpin/ anadyr sculpin/ bear lake bullhead/ cockatouch/ (common) slimy muddler/ northern sculpin/ stargazer/ western slimy sculpin	X	X	X	X	X		X				X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Cottus+cognatus&searchTax=Search+Taxonomy		Cottus cognatus: Richardson	1836	www.catalogueoflife.org/col/details/species/id/8719f57776da882b87312a4826583c69	Actinopterygii	Cottidae�	not fished	sculpin	Species	Cottus cognatus: Richardson	1836	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167232#null		http://www.ontariofishes.ca/fish_detail.php?FID=123		Scorpaeniformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Cottus ricei	spoonhead sculpin/ spoonhead muddler	X	X	X	X	X					X			X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Cottus+ricei&searchTax=Search+Taxonomy		Cottus ricei: (Nelson	1876)	www.catalogueoflife.org/col/details/species/id/c60d965bf6bfcb7193809e15c1cb0321	Actinopterygii	Cottidae�	not fished	sculpin	Species	Cottus ricei: (Nelson	1876)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167253#null		http://www.ontariofishes.ca/fish_detail.php?FID=124		Scorpaeniformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Myoxocephalus thompsonii	deepwater sculpin	X	X	X	X	X					X	X			http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Myoxocephalus+thompsonii&searchTax=Search+Taxonomy		Myoxocephalus thompsonii: (Girard	1851)	www.catalogueoflife.org/col/details/species/id/61cb98dab243444231878b050b7d246c	Actinopterygii	Cottidae�	not fished	sculpin	Species	Myoxocephalus thompsonii: (Girard	1851)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=167323#null		http://www.ontariofishes.ca/fish_detail.php?FID=126		Scorpaeniformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepisosteus oculatus	spotted gar/ shortnose gar		X		X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepisosteus+oculatus&searchTax=Search+Taxonomy		Lepisosteus oculatus: Winchell	1864	www.catalogueoflife.org/col/details/species/id/e2e8934359127c79ad308931f6f7064c	Actinopterygii	Lepisosteidae	roughfish	gar	Species	Lepisosteus oculatus: Winchell	1864	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161095#null		http://www.ontariofishes.ca/fish_detail.php?FID=8		Semionotiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepisosteus osseus	longnose gar/ long-nosed gar	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepisosteus+osseus&searchTax=Search+Taxonomy		Lepisosteus osseus: (Linnaeus	1758)	www.catalogueoflife.org/col/details/species/id/704eae1bb4c6bacd201f05ee56485823	Actinopterygii	Lepisosteidae	roughfish	gar	Species	Lepisosteus osseus: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161094#null		http://www.ontariofishes.ca/fish_detail.php?FID=9		Semionotiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepisosteus platostomus	shortnose gar		X										X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepisosteus+platostomus&searchTax=Search+Taxonomy		Lepisosteus platostomus: Rafinesque	1820	www.catalogueoflife.org/col/details/species/id/1e60568ba8130a8169686c867b7d33e0	Actinopterygii	Lepisosteidae	roughfish	gar	Species	Lepisosteus platostomus: Rafinesque	1820	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161096#null	N.A. inland	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=757		Semionotiformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ameiurus catus	white catfish/ white bullhead				X								X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ameiurus+catus&searchTax=Search+Taxonomy		Ameiurus catus: (Linnaeus	1758)	www.catalogueoflife.org/col/details/species/id/3c3d3b41ca9093b3f9fabf5981e85de0	Actinopterygii	Ictaluridae�	roughfish	bullhead/catfish	Species	Ameiurus catus: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164037#null	N.A. Atlantic coast	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=729		Siluriformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ameiurus melas	black bullhead/ black catfish/ hornedpout/ yellow belly bullhead	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ameiurus+melas&searchTax=Search+Taxonomy		Ameiurus melas: (Rafinesque	1820)	www.catalogueoflife.org/col/details/species/id/8f37a90068d88d8aa7f7c4b0dfa430a0	Actinopterygii	Ictaluridae�	roughfish	bullhead/catfish	Species	Ameiurus melas: (Rafinesque	1820)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164039#null		http://www.ontariofishes.ca/fish_detail.php?FID=74		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Ontario: Jude & Pappas 1992			
	Ameiurus natalis	yellow bullhead/ bullhead	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ameiurus+natalis&searchTax=Search+Taxonomy		Ameiurus natalis: (Lesueur	1819)	www.catalogueoflife.org/col/details/species/id/1fe988965a877f27a3a2938306556f02	Actinopterygii	Ictaluridae�	roughfish	bullhead/catfish	Species	Ameiurus natalis: (Lesueur	1819)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164041#null		http://www.ontariofishes.ca/fish_detail.php?FID=75		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ameiurus nebulosus	brown bullhead/ brown (bullhead) catfish/ common bullhead or catfish/ horned pout/ hornpout/ marbled bullhead/ minister/ mudcat/ northern brown bullhead	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ameiurus+nebulosus&searchTax=Search+Taxonomy		Ameiurus nebulosus: (Lesueur	1819)	www.catalogueoflife.org/col/details/species/id/47cfcf4e48592c8e83c572d4b5da5b23	Actinopterygii	Ictaluridae�	roughfish	bullhead/catfish	Species	Ameiurus nebulosus: (Lesueur	1819)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164043#null		http://www.ontariofishes.ca/fish_detail.php?FID=76		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ictalurus punctatus	channel catfish/ graceful catfish	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ictalurus+punctatus&searchTax=Search+Taxonomy		Ictalurus punctatus: (Rafinesque	1818)	www.catalogueoflife.org/col/details/species/id/ec98ff956d24bbb1b4e243ad7e8abb12	Actinopterygii	Ictaluridae�	gamefish	bullhead/catfish	Species	Ictalurus punctatus: (Rafinesque	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163998#null		http://www.ontariofishes.ca/fish_detail.php?FID=77		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Noturus flavus	stonecat	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Noturus+flavus&searchTax=Search+Taxonomy		Noturus flavus: Rafinesque	1818	www.catalogueoflife.org/col/details/species/id/44b12bcc963f67ec139918672f860f94	Actinopterygii	Ictaluridae�	not fished	bullhead/catfish	Species	Noturus flavus: Rafinesque	1818	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164013#null		http://www.ontariofishes.ca/fish_detail.php?FID=78		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Noturus gyrinus	tadpole madtom	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Noturus+gyrinus&searchTax=Search+Taxonomy		Noturus gyrinus: (Mitchill	1817)	www.catalogueoflife.org/col/details/species/id/f4d5a6a51ffbdf1c85ea9afe30261ea6	Actinopterygii	Ictaluridae�	not fished	bullhead/catfish	Species	Noturus gyrinus: (Mitchill	1817)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164003#null		http://www.ontariofishes.ca/fish_detail.php?FID=79		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Noturus insignis	margined madtom	X		X		X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Noturus+insignis&searchTax=Search+Taxonomy		Noturus insignis: (Richardson	1836)	www.catalogueoflife.org/col/details/species/id/608e8f8ad08c6bcb1a13f8c6a6ce56da	Actinopterygii	Ictaluridae�	not fished	bullhead/catfish	Species	Noturus insignis: (Richardson	1836)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164004#null	Native to Atlantic coast	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=748&Potential=N&Type=0&HUCNumber=DGreatLakes		Siluriformes	RangeExp	Chordata	Roth et al. 2012	Roth et al. 2012			
	Noturus miurus	brindled madtom		X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Noturus+miurus&searchTax=Search+Taxonomy		Noturus miurus: Jordan	1877	www.catalogueoflife.org/col/details/species/id/5d1fc5781c9913d2b32e91703e760fc4	Actinopterygii	Ictaluridae�	not fished	bullhead/catfish	Species	Noturus miurus: Jordan	1877	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164020#null		http://www.ontariofishes.ca/fish_detail.php?FID=81		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Erie/Lake St. Clair: Cudmore-Vokey & Crossman 2000; Huron: Jude & Pappas 1992; Erie/Michigan/Ontario: Roth et al. 2012			
	Noturus stigmosus	northern madtom			X	X			X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Noturus+stigmosus&searchTax=Search+Taxonomy		Noturus stigmosus: Taylor	1969	www.catalogueoflife.org/col/details/species/id/46e5f9b9159b357399d50ee5820252cc	Actinopterygii	Ictaluridae�	not fished	bullhead/catfish	Species	Noturus stigmosus: Taylor	1969	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164025#null		http://www.ontariofishes.ca/fish_detail.php?FID=82		Siluriformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pylodictis olivaris	flathead catfish	X	X	X	X			X			X		X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pylodictis+olivaris&searchTax=Search+Taxonomy		Pylodictis olivaris: (Rafinesque	1818)	www.catalogueoflife.org/col/details/species/id/b3c27b77016b82cc4e63ab795bc0608e	Actinopterygii	Ictaluridae�	roughfish	bullhead/catfish	Species	Pylodictis olivaris: (Rafinesque	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164029#null	N.A. inland	http://www.ontariofishes.ca/fish_detail.php?FID=83		Siluriformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Erie/Michigan: Cudmore-Vokey & Crossman 2000; Huron: Roth et al. 2012; Superior & HEC Fuller & Whelan 2018			
	Ichthyomyzon castaneus	chestnut lamprey	X	X	X							X	X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ichthyomyzon+castaneus&searchTax=Search+Taxonomy		Ichthyomyzon castaneus: Girard	1858	www.catalogueoflife.org/col/details/species/id/5f6b19fc089acd28776c9f2e4501934b	Cephalaspidomorphi�	Petromyzontidae	not fished	lamprey	Species	Ichthyomyzon castaneus: Girard	1858	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159725#null		http://www.ontariofishes.ca/fish_detail.php?FID=1		Petromyzontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Huron/Superior: Roth et al. 2012; Michigan: Cudmore-Vokey & Crossman 2000			
	Ichthyomyzon fossor	northern brook lamprey	X	X	X	X	X								X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ichthyomyzon+fossor&searchTax=Search+Taxonomy		Ichthyomyzon fossor: Reighard & Cummins	1916	www.catalogueoflife.org/col/details/species/id/26b38411f1a1c6c1b268a6b46e7aeb9d	Cephalaspidomorphi�	Petromyzontidae	not fished	lamprey	Species	Ichthyomyzon fossor: Reighard and Cummins	1916	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159726#null		http://www.ontariofishes.ca/fish_detail.php?FID=2		Petromyzontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Ontario: Crossman & Van Meter 1979			
	Ichthyomyzon unicuspis	silver lamprey/ northern lamprey	X	X	X	X	X		X			X		X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ichthyomyzon+unicuspis&searchTax=Search+Taxonomy		Ichthyomyzon unicuspis: Hubbs & Trautman	1937	www.catalogueoflife.org/col/details/species/id/17129ee644ae76374fd8aee497f6b93f	Cephalaspidomorphi�	Petromyzontidae	not fished	lamprey	Species	Ichthyomyzon unicuspis: Hubbs and Trautman	1937	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159730#null		http://www.ontariofishes.ca/fish_detail.php?FID=3		Petromyzontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lethenteronappendix	american brook lamprey/ brook lamprey/ small black brook lamprey	X	X	X	X	X						X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lethenteron+appendix&searchTax=Search+Taxonomy		Lethenteron appendix: (DeKay	1842)	www.catalogueoflife.org/col/details/species/id/31a0dd91df0bcd23fe33959749583791	Cephalaspidomorphi�	Petromyzontidae	not fished	lamprey	Species	Lethenteron appendix: (DeKay	1842)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=914061#null				Petromyzontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Erie: Roth et al. 2012; other lakes: Cudmore-Vokey & Crossman 2000			
	Petromyzon marinus	sea lamprey/ eel sucker/ great sea lamprey/ green (sea) lamprey/ lake lamprey/ lamper/ lamprey eel/ marine lamprey/ nannie nine eyes/ shad lamprey/ spotted lamprey/ stone sucker	X	X	X	X	X		X				X		X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Petromyzon+marinus&searchTax=Search+Taxonomy		Petromyzon marinus: Linnaeus	1758	www.catalogueoflife.org/col/details/species/id/c5009c72fe95cd52a5a18ad82d67bf22	Cephalaspidomorphi�	Petromyzontidae	roughfish	lamprey	Species	Petromyzon marinus: Linnaeus	1758	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=159722#null	N.A. Atlantic coast	http://www.ontariofishes.ca/fish_detail.php?FID=5		Petromyzontiformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
